binned_coordinates,updated_type,updated_subtype,hour,Count,type_subtype,longitude,latitude
"(-87.78, 41.98)",Jam,Heavy Traffic,18,206,Jam - Heavy Traffic,-87.78,41.98
"(-87.76, 41.97)",Jam,Heavy Traffic,18,201,Jam - Heavy Traffic,-87.76,41.97
"(-87.74, 41.96)",Jam,Heavy Traffic,18,197,Jam - Heavy Traffic,-87.74,41.96
"(-87.71, 41.94)",Jam,Heavy Traffic,18,188,Jam - Heavy Traffic,-87.71,41.94
"(-87.64, 41.85)",Jam,Heavy Traffic,18,184,Jam - Heavy Traffic,-87.64,41.85
"(-87.77, 41.97)",Jam,Heavy Traffic,18,166,Jam - Heavy Traffic,-87.77,41.97
"(-87.69, 41.93)",Jam,Heavy Traffic,18,162,Jam - Heavy Traffic,-87.69,41.93
"(-87.65, 41.88)",Jam,Heavy Traffic,19,443,Jam - Heavy Traffic,-87.65,41.88
"(-87.65, 41.89)",Jam,Heavy Traffic,19,406,Jam - Heavy Traffic,-87.65,41.89
"(-87.66, 41.9)",Jam,Heavy Traffic,19,395,Jam - Heavy Traffic,-87.66,41.9
"(-87.74, 41.96)",Jam,Heavy Traffic,19,262,Jam - Heavy Traffic,-87.74,41.96
"(-87.66, 41.99)",Jam,Heavy Traffic,19,237,Jam - Heavy Traffic,-87.66,41.99
"(-87.64, 41.85)",Jam,Heavy Traffic,19,230,Jam - Heavy Traffic,-87.64,41.85
"(-87.76, 41.97)",Jam,Heavy Traffic,19,221,Jam - Heavy Traffic,-87.76,41.97
"(-87.75, 41.98)",Jam,Heavy Traffic,19,193,Jam - Heavy Traffic,-87.75,41.98
"(-87.71, 41.94)",Jam,Heavy Traffic,19,188,Jam - Heavy Traffic,-87.71,41.94
"(-87.78, 41.98)",Jam,Heavy Traffic,19,187,Jam - Heavy Traffic,-87.78,41.98
"(-87.65, 41.88)",Jam,Heavy Traffic,20,518,Jam - Heavy Traffic,-87.65,41.88
"(-87.66, 41.9)",Jam,Heavy Traffic,20,504,Jam - Heavy Traffic,-87.66,41.9
"(-87.65, 41.89)",Jam,Heavy Traffic,20,437,Jam - Heavy Traffic,-87.65,41.89
"(-87.74, 41.96)",Jam,Heavy Traffic,20,308,Jam - Heavy Traffic,-87.74,41.96
"(-87.64, 41.85)",Jam,Heavy Traffic,20,258,Jam - Heavy Traffic,-87.64,41.85
"(-87.67, 41.92)",Jam,Heavy Traffic,20,249,Jam - Heavy Traffic,-87.67,41.92
"(-87.69, 41.93)",Jam,Heavy Traffic,20,245,Jam - Heavy Traffic,-87.69,41.93
"(-87.66, 41.91)",Jam,Heavy Traffic,20,224,Jam - Heavy Traffic,-87.66,41.91
"(-87.71, 41.94)",Jam,Heavy Traffic,20,209,Jam - Heavy Traffic,-87.71,41.94
"(-87.76, 41.97)",Jam,Heavy Traffic,20,201,Jam - Heavy Traffic,-87.76,41.97
"(-87.65, 41.88)",Jam,Heavy Traffic,21,533,Jam - Heavy Traffic,-87.65,41.88
"(-87.66, 41.9)",Jam,Heavy Traffic,21,496,Jam - Heavy Traffic,-87.66,41.9
"(-87.65, 41.89)",Jam,Heavy Traffic,21,364,Jam - Heavy Traffic,-87.65,41.89
"(-87.7, 41.93)",Jam,Heavy Traffic,21,361,Jam - Heavy Traffic,-87.7,41.93
"(-87.67, 41.92)",Jam,Heavy Traffic,21,297,Jam - Heavy Traffic,-87.67,41.92
"(-87.74, 41.96)",Jam,Heavy Traffic,21,296,Jam - Heavy Traffic,-87.74,41.96
"(-87.7, 41.94)",Jam,Heavy Traffic,21,280,Jam - Heavy Traffic,-87.7,41.94
"(-87.64, 41.85)",Jam,Heavy Traffic,21,272,Jam - Heavy Traffic,-87.64,41.85
"(-87.69, 41.93)",Jam,Heavy Traffic,21,262,Jam - Heavy Traffic,-87.69,41.93
"(-87.71, 41.94)",Jam,Heavy Traffic,21,247,Jam - Heavy Traffic,-87.71,41.94
"(-87.65, 41.88)",Jam,Heavy Traffic,22,531,Jam - Heavy Traffic,-87.65,41.88
"(-87.66, 41.9)",Jam,Heavy Traffic,22,441,Jam - Heavy Traffic,-87.66,41.9
"(-87.65, 41.89)",Jam,Heavy Traffic,22,394,Jam - Heavy Traffic,-87.65,41.89
"(-87.67, 41.92)",Jam,Heavy Traffic,22,279,Jam - Heavy Traffic,-87.67,41.92
"(-87.75, 41.98)",Jam,Heavy Traffic,22,233,Jam - Heavy Traffic,-87.75,41.98
"(-87.74, 41.96)",Jam,Heavy Traffic,22,227,Jam - Heavy Traffic,-87.74,41.96
"(-87.76, 41.97)",Jam,Heavy Traffic,22,221,Jam - Heavy Traffic,-87.76,41.97
"(-87.64, 41.85)",Jam,Heavy Traffic,22,214,Jam - Heavy Traffic,-87.64,41.85
"(-87.69, 41.93)",Jam,Heavy Traffic,22,212,Jam - Heavy Traffic,-87.69,41.93
"(-87.7, 41.93)",Jam,Heavy Traffic,22,206,Jam - Heavy Traffic,-87.7,41.93
"(-87.65, 41.88)",Jam,Heavy Traffic,23,369,Jam - Heavy Traffic,-87.65,41.88
"(-87.66, 41.9)",Jam,Heavy Traffic,23,308,Jam - Heavy Traffic,-87.66,41.9
"(-87.65, 41.89)",Jam,Heavy Traffic,23,281,Jam - Heavy Traffic,-87.65,41.89
"(-87.78, 41.98)",Jam,Heavy Traffic,23,216,Jam - Heavy Traffic,-87.78,41.98
"(-87.76, 41.97)",Jam,Heavy Traffic,23,208,Jam - Heavy Traffic,-87.76,41.97
"(-87.67, 41.92)",Jam,Heavy Traffic,23,206,Jam - Heavy Traffic,-87.67,41.92
"(-87.71, 41.94)",Jam,Heavy Traffic,23,188,Jam - Heavy Traffic,-87.71,41.94
"(-87.69, 41.93)",Jam,Heavy Traffic,23,183,Jam - Heavy Traffic,-87.69,41.93
"(-87.74, 41.96)",Jam,Heavy Traffic,23,182,Jam - Heavy Traffic,-87.74,41.96
"(-87.81, 41.98)",Jam,Heavy Traffic,23,172,Jam - Heavy Traffic,-87.81,41.98
"(-87.81, 41.92)",Jam,Light Traffic,16,1,Jam - Light Traffic,-87.81,41.92
"(-87.62, 41.86)",Jam,Light Traffic,19,1,Jam - Light Traffic,-87.62,41.86
"(-87.62, 41.88)",Jam,Light Traffic,20,1,Jam - Light Traffic,-87.62,41.88
"(-87.63, 41.88)",Jam,Light Traffic,21,1,Jam - Light Traffic,-87.63,41.88
"(-87.71, 41.84)",Jam,Light Traffic,21,1,Jam - Light Traffic,-87.71,41.84
"(-87.69, 41.98)",Jam,Moderate Traffic,0,9,Jam - Moderate Traffic,-87.69,41.98
"(-87.67, 41.94)",Jam,Moderate Traffic,0,8,Jam - Moderate Traffic,-87.67,41.94
"(-87.66, 41.9)",Jam,Moderate Traffic,0,8,Jam - Moderate Traffic,-87.66,41.9
"(-87.68, 41.92)",Jam,Moderate Traffic,0,8,Jam - Moderate Traffic,-87.68,41.92
"(-87.75, 41.97)",Jam,Moderate Traffic,0,7,Jam - Moderate Traffic,-87.75,41.97
"(-87.69, 41.93)",Jam,Moderate Traffic,0,7,Jam - Moderate Traffic,-87.69,41.93
"(-87.69, 41.97)",Jam,Moderate Traffic,0,7,Jam - Moderate Traffic,-87.69,41.97
"(-87.71, 41.99)",Jam,Moderate Traffic,0,6,Jam - Moderate Traffic,-87.71,41.99
"(-87.63, 41.88)",Jam,Moderate Traffic,0,6,Jam - Moderate Traffic,-87.63,41.88
"(-87.66, 41.84)",Jam,Moderate Traffic,0,6,Jam - Moderate Traffic,-87.66,41.84
"(-87.67, 41.92)",Jam,Moderate Traffic,1,7,Jam - Moderate Traffic,-87.67,41.92
"(-87.66, 41.9)",Jam,Moderate Traffic,1,6,Jam - Moderate Traffic,-87.66,41.9
"(-87.69, 41.95)",Jam,Moderate Traffic,1,5,Jam - Moderate Traffic,-87.69,41.95
"(-87.71, 41.99)",Jam,Moderate Traffic,1,5,Jam - Moderate Traffic,-87.71,41.99
"(-87.66, 41.84)",Jam,Moderate Traffic,1,5,Jam - Moderate Traffic,-87.66,41.84
"(-87.74, 41.96)",Jam,Moderate Traffic,1,5,Jam - Moderate Traffic,-87.74,41.96
"(-87.66, 41.95)",Jam,Moderate Traffic,1,5,Jam - Moderate Traffic,-87.66,41.95
"(-87.66, 41.98)",Jam,Moderate Traffic,1,5,Jam - Moderate Traffic,-87.66,41.98
"(-87.67, 41.95)",Jam,Moderate Traffic,1,4,Jam - Moderate Traffic,-87.67,41.95
"(-87.71, 41.95)",Jam,Moderate Traffic,1,4,Jam - Moderate Traffic,-87.71,41.95
"(-87.65, 41.95)",Jam,Moderate Traffic,2,6,Jam - Moderate Traffic,-87.65,41.95
"(-87.66, 41.9)",Jam,Moderate Traffic,2,4,Jam - Moderate Traffic,-87.66,41.9
"(-87.65, 41.89)",Jam,Moderate Traffic,2,3,Jam - Moderate Traffic,-87.65,41.89
"(-87.75, 41.99)",Jam,Moderate Traffic,2,3,Jam - Moderate Traffic,-87.75,41.99
"(-87.73, 41.98)",Jam,Moderate Traffic,2,3,Jam - Moderate Traffic,-87.73,41.98
"(-87.74, 41.96)",Jam,Moderate Traffic,2,2,Jam - Moderate Traffic,-87.74,41.96
"(-87.58, 41.79)",Jam,Moderate Traffic,2,2,Jam - Moderate Traffic,-87.58,41.79
"(-87.64, 41.86)",Jam,Moderate Traffic,2,2,Jam - Moderate Traffic,-87.64,41.86
"(-87.7, 41.88)",Jam,Moderate Traffic,2,2,Jam - Moderate Traffic,-87.7,41.88
"(-87.67, 41.95)",Jam,Moderate Traffic,2,2,Jam - Moderate Traffic,-87.67,41.95
"(-87.77, 41.87)",Jam,Moderate Traffic,3,4,Jam - Moderate Traffic,-87.77,41.87
"(-87.66, 41.9)",Jam,Moderate Traffic,3,2,Jam - Moderate Traffic,-87.66,41.9
"(-87.65, 41.89)",Jam,Moderate Traffic,3,2,Jam - Moderate Traffic,-87.65,41.89
"(-87.76, 41.87)",Jam,Moderate Traffic,3,2,Jam - Moderate Traffic,-87.76,41.87
"(-87.67, 41.91)",Jam,Moderate Traffic,3,2,Jam - Moderate Traffic,-87.67,41.91
"(-87.63, 41.85)",Jam,Moderate Traffic,3,1,Jam - Moderate Traffic,-87.63,41.85
"(-87.63, 41.74)",Jam,Moderate Traffic,3,1,Jam - Moderate Traffic,-87.63,41.74
"(-87.63, 41.89)",Jam,Moderate Traffic,3,1,Jam - Moderate Traffic,-87.63,41.89
"(-87.63, 41.78)",Jam,Moderate Traffic,3,1,Jam - Moderate Traffic,-87.63,41.78
"(-87.61, 41.71)",Jam,Moderate Traffic,3,1,Jam - Moderate Traffic,-87.61,41.71
"(-87.65, 41.89)",Jam,Moderate Traffic,4,4,Jam - Moderate Traffic,-87.65,41.89
"(-87.75, 41.98)",Jam,Moderate Traffic,4,3,Jam - Moderate Traffic,-87.75,41.98
"(-87.71, 41.95)",Jam,Moderate Traffic,4,3,Jam - Moderate Traffic,-87.71,41.95
"(-87.76, 41.98)",Jam,Moderate Traffic,4,2,Jam - Moderate Traffic,-87.76,41.98
"(-87.77, 41.98)",Jam,Moderate Traffic,4,2,Jam - Moderate Traffic,-87.77,41.98
"(-87.69, 41.96)",Jam,Moderate Traffic,4,2,Jam - Moderate Traffic,-87.69,41.96
"(-87.62, 41.75)",Jam,Moderate Traffic,4,1,Jam - Moderate Traffic,-87.62,41.75
"(-87.6, 41.71)",Jam,Moderate Traffic,4,1,Jam - Moderate Traffic,-87.6,41.71
"(-87.63, 41.77)",Jam,Moderate Traffic,4,1,Jam - Moderate Traffic,-87.63,41.77
"(-87.73, 41.95)",Jam,Moderate Traffic,4,1,Jam - Moderate Traffic,-87.73,41.95
"(-87.63, 41.89)",Jam,Moderate Traffic,5,5,Jam - Moderate Traffic,-87.63,41.89
"(-87.69, 42.0)",Jam,Moderate Traffic,5,2,Jam - Moderate Traffic,-87.69,42.0
"(-87.69, 41.99)",Jam,Moderate Traffic,5,2,Jam - Moderate Traffic,-87.69,41.99
"(-87.63, 41.88)",Jam,Moderate Traffic,5,2,Jam - Moderate Traffic,-87.63,41.88
"(-87.63, 41.79)",Jam,Moderate Traffic,5,1,Jam - Moderate Traffic,-87.63,41.79
"(-87.59, 41.66)",Jam,Moderate Traffic,5,1,Jam - Moderate Traffic,-87.59,41.66
"(-87.62, 41.88)",Jam,Moderate Traffic,5,1,Jam - Moderate Traffic,-87.62,41.88
"(-87.75, 41.98)",Jam,Moderate Traffic,5,1,Jam - Moderate Traffic,-87.75,41.98
"(-87.76, 41.97)",Jam,Moderate Traffic,5,1,Jam - Moderate Traffic,-87.76,41.97
"(-87.66, 41.9)",Jam,Moderate Traffic,5,1,Jam - Moderate Traffic,-87.66,41.9
"(-87.73, 41.82)",Jam,Moderate Traffic,6,1,Jam - Moderate Traffic,-87.73,41.82
"(-87.66, 41.74)",Jam,Moderate Traffic,6,1,Jam - Moderate Traffic,-87.66,41.74
"(-87.74, 41.82)",Jam,Moderate Traffic,8,1,Jam - Moderate Traffic,-87.74,41.82
"(-87.6, 41.71)",Jam,Moderate Traffic,9,1,Jam - Moderate Traffic,-87.6,41.71
"(-87.63, 41.83)",Jam,Moderate Traffic,10,3,Jam - Moderate Traffic,-87.63,41.83
"(-87.76, 41.97)",Jam,Moderate Traffic,10,2,Jam - Moderate Traffic,-87.76,41.97
"(-87.65, 41.84)",Jam,Moderate Traffic,10,2,Jam - Moderate Traffic,-87.65,41.84
"(-87.62, 41.73)",Jam,Moderate Traffic,10,2,Jam - Moderate Traffic,-87.62,41.73
"(-87.59, 41.7)",Jam,Moderate Traffic,10,1,Jam - Moderate Traffic,-87.59,41.7
"(-87.63, 41.84)",Jam,Moderate Traffic,10,1,Jam - Moderate Traffic,-87.63,41.84
"(-87.6, 41.7)",Jam,Moderate Traffic,10,1,Jam - Moderate Traffic,-87.6,41.7
"(-87.62, 41.75)",Jam,Moderate Traffic,10,1,Jam - Moderate Traffic,-87.62,41.75
"(-87.63, 41.8)",Jam,Moderate Traffic,10,1,Jam - Moderate Traffic,-87.63,41.8
"(-87.62, 41.74)",Jam,Moderate Traffic,10,1,Jam - Moderate Traffic,-87.62,41.74
"(-87.63, 41.72)",Jam,Moderate Traffic,11,5,Jam - Moderate Traffic,-87.63,41.72
"(-87.74, 41.82)",Jam,Moderate Traffic,11,4,Jam - Moderate Traffic,-87.74,41.82
"(-87.62, 41.72)",Jam,Moderate Traffic,11,4,Jam - Moderate Traffic,-87.62,41.72
"(-87.62, 41.73)",Jam,Moderate Traffic,11,4,Jam - Moderate Traffic,-87.62,41.73
"(-87.62, 41.74)",Jam,Moderate Traffic,11,4,Jam - Moderate Traffic,-87.62,41.74
"(-87.66, 41.84)",Jam,Moderate Traffic,11,4,Jam - Moderate Traffic,-87.66,41.84
"(-87.65, 41.84)",Jam,Moderate Traffic,11,3,Jam - Moderate Traffic,-87.65,41.84
"(-87.67, 41.92)",Jam,Moderate Traffic,11,3,Jam - Moderate Traffic,-87.67,41.92
"(-87.62, 41.75)",Jam,Moderate Traffic,11,3,Jam - Moderate Traffic,-87.62,41.75
"(-87.6, 41.69)",Jam,Moderate Traffic,11,2,Jam - Moderate Traffic,-87.6,41.69
"(-87.73, 41.82)",Jam,Moderate Traffic,12,9,Jam - Moderate Traffic,-87.73,41.82
"(-87.78, 41.98)",Jam,Moderate Traffic,12,8,Jam - Moderate Traffic,-87.78,41.98
"(-87.65, 41.89)",Jam,Moderate Traffic,12,7,Jam - Moderate Traffic,-87.65,41.89
"(-87.81, 41.98)",Jam,Moderate Traffic,12,7,Jam - Moderate Traffic,-87.81,41.98
"(-87.8, 41.98)",Jam,Moderate Traffic,12,7,Jam - Moderate Traffic,-87.8,41.98
"(-87.77, 41.87)",Jam,Moderate Traffic,12,6,Jam - Moderate Traffic,-87.77,41.87
"(-87.63, 41.83)",Jam,Moderate Traffic,12,6,Jam - Moderate Traffic,-87.63,41.83
"(-87.68, 41.92)",Jam,Moderate Traffic,12,5,Jam - Moderate Traffic,-87.68,41.92
"(-87.66, 41.9)",Jam,Moderate Traffic,12,5,Jam - Moderate Traffic,-87.66,41.9
"(-87.73, 41.95)",Jam,Moderate Traffic,12,5,Jam - Moderate Traffic,-87.73,41.95
"(-87.66, 41.9)",Jam,Moderate Traffic,13,16,Jam - Moderate Traffic,-87.66,41.9
"(-87.65, 41.89)",Jam,Moderate Traffic,13,8,Jam - Moderate Traffic,-87.65,41.89
"(-87.75, 41.97)",Jam,Moderate Traffic,13,8,Jam - Moderate Traffic,-87.75,41.97
"(-87.7, 41.94)",Jam,Moderate Traffic,13,8,Jam - Moderate Traffic,-87.7,41.94
"(-87.67, 41.92)",Jam,Moderate Traffic,13,7,Jam - Moderate Traffic,-87.67,41.92
"(-87.75, 41.98)",Jam,Moderate Traffic,13,7,Jam - Moderate Traffic,-87.75,41.98
"(-87.69, 41.88)",Jam,Moderate Traffic,13,7,Jam - Moderate Traffic,-87.69,41.88
"(-87.7, 41.9)",Jam,Moderate Traffic,13,7,Jam - Moderate Traffic,-87.7,41.9
"(-87.79, 41.98)",Jam,Moderate Traffic,13,6,Jam - Moderate Traffic,-87.79,41.98
"(-87.72, 41.95)",Jam,Moderate Traffic,13,6,Jam - Moderate Traffic,-87.72,41.95
"(-87.66, 41.9)",Jam,Moderate Traffic,14,9,Jam - Moderate Traffic,-87.66,41.9
"(-87.67, 41.92)",Jam,Moderate Traffic,14,7,Jam - Moderate Traffic,-87.67,41.92
"(-87.75, 41.98)",Jam,Moderate Traffic,14,7,Jam - Moderate Traffic,-87.75,41.98
"(-87.7, 41.93)",Jam,Moderate Traffic,14,7,Jam - Moderate Traffic,-87.7,41.93
"(-87.66, 41.91)",Jam,Moderate Traffic,14,6,Jam - Moderate Traffic,-87.66,41.91
"(-87.65, 41.94)",Jam,Moderate Traffic,14,6,Jam - Moderate Traffic,-87.65,41.94
"(-87.62, 41.88)",Jam,Moderate Traffic,14,6,Jam - Moderate Traffic,-87.62,41.88
"(-87.64, 41.85)",Jam,Moderate Traffic,14,5,Jam - Moderate Traffic,-87.64,41.85
"(-87.64, 41.88)",Jam,Moderate Traffic,14,5,Jam - Moderate Traffic,-87.64,41.88
"(-87.71, 41.98)",Jam,Moderate Traffic,14,5,Jam - Moderate Traffic,-87.71,41.98
"(-87.79, 41.98)",Jam,Moderate Traffic,15,9,Jam - Moderate Traffic,-87.79,41.98
"(-87.78, 41.98)",Jam,Moderate Traffic,15,7,Jam - Moderate Traffic,-87.78,41.98
"(-87.65, 41.85)",Jam,Moderate Traffic,15,6,Jam - Moderate Traffic,-87.65,41.85
"(-87.69, 41.93)",Jam,Moderate Traffic,15,5,Jam - Moderate Traffic,-87.69,41.93
"(-87.63, 41.89)",Jam,Moderate Traffic,15,5,Jam - Moderate Traffic,-87.63,41.89
"(-87.61, 41.71)",Jam,Moderate Traffic,15,4,Jam - Moderate Traffic,-87.61,41.71
"(-87.65, 41.89)",Jam,Moderate Traffic,15,4,Jam - Moderate Traffic,-87.65,41.89
"(-87.62, 41.75)",Jam,Moderate Traffic,15,4,Jam - Moderate Traffic,-87.62,41.75
"(-87.67, 41.92)",Jam,Moderate Traffic,15,4,Jam - Moderate Traffic,-87.67,41.92
"(-87.73, 41.97)",Jam,Moderate Traffic,15,4,Jam - Moderate Traffic,-87.73,41.97
"(-87.73, 41.82)",Jam,Moderate Traffic,16,7,Jam - Moderate Traffic,-87.73,41.82
"(-87.77, 41.87)",Jam,Moderate Traffic,16,6,Jam - Moderate Traffic,-87.77,41.87
"(-87.67, 41.92)",Jam,Moderate Traffic,16,6,Jam - Moderate Traffic,-87.67,41.92
"(-87.69, 41.93)",Jam,Moderate Traffic,16,5,Jam - Moderate Traffic,-87.69,41.93
"(-87.66, 41.84)",Jam,Moderate Traffic,16,5,Jam - Moderate Traffic,-87.66,41.84
"(-87.65, 41.89)",Jam,Moderate Traffic,16,5,Jam - Moderate Traffic,-87.65,41.89
"(-87.66, 41.91)",Jam,Moderate Traffic,16,5,Jam - Moderate Traffic,-87.66,41.91
"(-87.76, 41.97)",Jam,Moderate Traffic,16,4,Jam - Moderate Traffic,-87.76,41.97
"(-87.8, 41.98)",Jam,Moderate Traffic,16,4,Jam - Moderate Traffic,-87.8,41.98
"(-87.62, 41.72)",Jam,Moderate Traffic,16,3,Jam - Moderate Traffic,-87.62,41.72
"(-87.79, 41.98)",Jam,Moderate Traffic,17,10,Jam - Moderate Traffic,-87.79,41.98
"(-87.64, 41.85)",Jam,Moderate Traffic,17,7,Jam - Moderate Traffic,-87.64,41.85
"(-87.71, 41.95)",Jam,Moderate Traffic,17,7,Jam - Moderate Traffic,-87.71,41.95
"(-87.65, 41.89)",Jam,Moderate Traffic,17,6,Jam - Moderate Traffic,-87.65,41.89
"(-87.68, 41.92)",Jam,Moderate Traffic,17,6,Jam - Moderate Traffic,-87.68,41.92
"(-87.66, 41.91)",Jam,Moderate Traffic,17,5,Jam - Moderate Traffic,-87.66,41.91
"(-87.66, 41.97)",Jam,Moderate Traffic,17,5,Jam - Moderate Traffic,-87.66,41.97
"(-87.66, 41.9)",Jam,Moderate Traffic,17,4,Jam - Moderate Traffic,-87.66,41.9
"(-87.71, 41.83)",Jam,Moderate Traffic,17,4,Jam - Moderate Traffic,-87.71,41.83
"(-87.75, 41.97)",Jam,Moderate Traffic,17,4,Jam - Moderate Traffic,-87.75,41.97
"(-87.65, 41.88)",Jam,Moderate Traffic,18,9,Jam - Moderate Traffic,-87.65,41.88
"(-87.65, 41.89)",Jam,Moderate Traffic,18,7,Jam - Moderate Traffic,-87.65,41.89
"(-87.73, 41.82)",Jam,Moderate Traffic,18,7,Jam - Moderate Traffic,-87.73,41.82
"(-87.65, 41.87)",Jam,Moderate Traffic,18,7,Jam - Moderate Traffic,-87.65,41.87
"(-87.79, 41.98)",Jam,Moderate Traffic,18,6,Jam - Moderate Traffic,-87.79,41.98
"(-87.74, 41.96)",Jam,Moderate Traffic,18,6,Jam - Moderate Traffic,-87.74,41.96
"(-87.67, 41.92)",Jam,Moderate Traffic,18,6,Jam - Moderate Traffic,-87.67,41.92
"(-87.8, 41.98)",Jam,Moderate Traffic,18,5,Jam - Moderate Traffic,-87.8,41.98
"(-87.66, 41.9)",Jam,Moderate Traffic,18,5,Jam - Moderate Traffic,-87.66,41.9
"(-87.81, 41.98)",Jam,Moderate Traffic,18,5,Jam - Moderate Traffic,-87.81,41.98
"(-87.74, 41.82)",Jam,Moderate Traffic,19,13,Jam - Moderate Traffic,-87.74,41.82
"(-87.69, 41.93)",Jam,Moderate Traffic,19,8,Jam - Moderate Traffic,-87.69,41.93
"(-87.65, 41.89)",Jam,Moderate Traffic,19,8,Jam - Moderate Traffic,-87.65,41.89
"(-87.75, 41.97)",Jam,Moderate Traffic,19,8,Jam - Moderate Traffic,-87.75,41.97
"(-87.71, 41.83)",Jam,Moderate Traffic,19,7,Jam - Moderate Traffic,-87.71,41.83
"(-87.71, 41.94)",Jam,Moderate Traffic,19,6,Jam - Moderate Traffic,-87.71,41.94
"(-87.74, 41.96)",Jam,Moderate Traffic,19,6,Jam - Moderate Traffic,-87.74,41.96
"(-87.73, 41.95)",Jam,Moderate Traffic,19,6,Jam - Moderate Traffic,-87.73,41.95
"(-87.64, 41.87)",Jam,Moderate Traffic,19,5,Jam - Moderate Traffic,-87.64,41.87
"(-87.65, 41.93)",Jam,Moderate Traffic,19,5,Jam - Moderate Traffic,-87.65,41.93
"(-87.71, 41.94)",Jam,Moderate Traffic,20,12,Jam - Moderate Traffic,-87.71,41.94
"(-87.68, 41.92)",Jam,Moderate Traffic,20,12,Jam - Moderate Traffic,-87.68,41.92
"(-87.67, 41.92)",Jam,Moderate Traffic,20,12,Jam - Moderate Traffic,-87.67,41.92
"(-87.69, 41.93)",Jam,Moderate Traffic,20,8,Jam - Moderate Traffic,-87.69,41.93
"(-87.73, 41.95)",Jam,Moderate Traffic,20,8,Jam - Moderate Traffic,-87.73,41.95
"(-87.64, 41.85)",Jam,Moderate Traffic,20,7,Jam - Moderate Traffic,-87.64,41.85
"(-87.8, 41.98)",Jam,Moderate Traffic,20,6,Jam - Moderate Traffic,-87.8,41.98
"(-87.74, 41.96)",Jam,Moderate Traffic,20,6,Jam - Moderate Traffic,-87.74,41.96
"(-87.72, 41.95)",Jam,Moderate Traffic,20,6,Jam - Moderate Traffic,-87.72,41.95
"(-87.68, 41.93)",Jam,Moderate Traffic,20,5,Jam - Moderate Traffic,-87.68,41.93
"(-87.75, 41.97)",Jam,Moderate Traffic,21,12,Jam - Moderate Traffic,-87.75,41.97
"(-87.67, 41.91)",Jam,Moderate Traffic,21,9,Jam - Moderate Traffic,-87.67,41.91
"(-87.64, 41.86)",Jam,Moderate Traffic,21,9,Jam - Moderate Traffic,-87.64,41.86
"(-87.75, 41.98)",Jam,Moderate Traffic,21,8,Jam - Moderate Traffic,-87.75,41.98
"(-87.68, 41.93)",Jam,Moderate Traffic,21,7,Jam - Moderate Traffic,-87.68,41.93
"(-87.64, 41.85)",Jam,Moderate Traffic,21,7,Jam - Moderate Traffic,-87.64,41.85
"(-87.65, 41.88)",Jam,Moderate Traffic,21,7,Jam - Moderate Traffic,-87.65,41.88
"(-87.68, 41.92)",Jam,Moderate Traffic,21,7,Jam - Moderate Traffic,-87.68,41.92
"(-87.67, 41.88)",Jam,Moderate Traffic,21,6,Jam - Moderate Traffic,-87.67,41.88
"(-87.62, 41.88)",Jam,Moderate Traffic,21,6,Jam - Moderate Traffic,-87.62,41.88
"(-87.65, 41.88)",Jam,Moderate Traffic,22,13,Jam - Moderate Traffic,-87.65,41.88
"(-87.62, 41.88)",Jam,Moderate Traffic,22,10,Jam - Moderate Traffic,-87.62,41.88
"(-87.71, 41.94)",Jam,Moderate Traffic,22,9,Jam - Moderate Traffic,-87.71,41.94
"(-87.72, 41.95)",Jam,Moderate Traffic,22,8,Jam - Moderate Traffic,-87.72,41.95
"(-87.67, 41.92)",Jam,Moderate Traffic,22,8,Jam - Moderate Traffic,-87.67,41.92
"(-87.81, 41.98)",Jam,Moderate Traffic,22,8,Jam - Moderate Traffic,-87.81,41.98
"(-87.69, 41.93)",Jam,Moderate Traffic,22,8,Jam - Moderate Traffic,-87.69,41.93
"(-87.74, 41.82)",Jam,Moderate Traffic,22,7,Jam - Moderate Traffic,-87.74,41.82
"(-87.63, 41.88)",Jam,Moderate Traffic,22,7,Jam - Moderate Traffic,-87.63,41.88
"(-87.68, 41.93)",Jam,Moderate Traffic,22,7,Jam - Moderate Traffic,-87.68,41.93
"(-87.67, 41.92)",Jam,Moderate Traffic,23,7,Jam - Moderate Traffic,-87.67,41.92
"(-87.75, 41.97)",Jam,Moderate Traffic,23,7,Jam - Moderate Traffic,-87.75,41.97
"(-87.81, 41.98)",Jam,Moderate Traffic,23,7,Jam - Moderate Traffic,-87.81,41.98
"(-87.65, 41.88)",Jam,Moderate Traffic,23,7,Jam - Moderate Traffic,-87.65,41.88
"(-87.66, 41.9)",Jam,Moderate Traffic,23,5,Jam - Moderate Traffic,-87.66,41.9
"(-87.65, 41.94)",Jam,Moderate Traffic,23,5,Jam - Moderate Traffic,-87.65,41.94
"(-87.67, 41.9)",Jam,Moderate Traffic,23,5,Jam - Moderate Traffic,-87.67,41.9
"(-87.71, 41.94)",Jam,Moderate Traffic,23,5,Jam - Moderate Traffic,-87.71,41.94
"(-87.79, 41.98)",Jam,Moderate Traffic,23,4,Jam - Moderate Traffic,-87.79,41.98
"(-87.77, 41.87)",Jam,Moderate Traffic,23,4,Jam - Moderate Traffic,-87.77,41.87
"(-87.65, 41.89)",Jam,Stand-Still Traffic,0,208,Jam - Stand-Still Traffic,-87.65,41.89
"(-87.65, 41.88)",Jam,Stand-Still Traffic,0,180,Jam - Stand-Still Traffic,-87.65,41.88
